N,P,K,ph,humidity,temperature,rainfall,crop,yield,price
72.87727036867061,30.222904680466616,73.39071480904859,6.122831507762317,68.76244694161727,27.948042900978336,147.94457882085743,Mango,9.665,3726.4
79.50466997440039,33.29857958237719,72.33607779949368,6.225473295944967,60.3385870485107,29.743047606062678,120.22974028403974,Mango,8.009,3062.7
83.96793949608232,34.62582711214999,52.025976271983495,6.812257608734404,76.84077567211042,31.923567050590417,179.59495027463822,Mango,9.404,3629.2
86.07575765152271,70.95518622920625,64.07693724060526,7.338784934932269,58.867600287583755,19.10634368078131,67.87845318551932,Wheat,3.806,2280.7
48.71105059944139,40.45185311165403,66.47098188096572,7.150873831209997,69.011942582072,20.816747361695683,73.97797388440475,Grapes,15.724,5299.9
109.4611857601346,46.225675380904995,41.72902714638322,5.964204323632901,79.37260682025587,23.75558783792788,100.02414991725021,Maize,6.018,2146.9
72.56027041061982,42.4567695701203,95.11101432701871,5.5995343931771515,70.4822308245391,24.361189719922653,136.20914540292304,Mango,14.197,3115.1
110.70244682688205,51.915299973821384,48.39744351410642,6.7587199121061285,58.633167310512604,25.079754412939238,65.58372752608989,Maize,4.249,1916.5
119.4032310062558,34.20252045709572,45.5498895709121,6.816059607891933,91.11152926631307,31.061204632938484,255.37261259806638,Rice,4.219,1876.2
128.973671111768,59.6478634542956,83.33108978844699,6.071123454210127,86.0234300659065,29.06571078624212,179.78142883023025,Sugarcane,79.793,324.0
94.34398304450178,61.53141473539257,61.60019407367345,5.96889703736245,65.26706582525708,20.935663884022812,147.8904920990614,Maize,6.26,2119.4
66.65651672401711,31.63805227036608,50.13616435377847,6.157721265061355,73.25675200581459,29.92546837509053,52.551354886476965,Grapes,20.998,5107.1
121.23698026478766,32.87262595990073,115.35434429434801,6.85270830323523,77.27451042271369,31.3480787524296,188.6048187602451,Sugarcane,87.74,260.3
66.26122528477958,44.65752141766285,45.011923014924804,6.934598303375068,67.90576922139219,18.488903984636387,84.29026435508817,Grapes,12.71,5697.2
52.9802659667579,48.353673462346606,28.48002081623477,6.921737470539304,66.782610589107,23.270567213710283,49.18654322851247,Cotton,2.46,7048.9
61.30939365428111,24.81842079407611,69.04380716445954,6.130131750521828,68.57847415480319,19.121175486600343,107.93636173265473,Grapes,12.586,5369.4
112.19814957886109,45.22609375293852,71.6203917709954,6.187231220950272,65.88421325098811,14.136513523770354,82.62543486109134,Wheat,4.405,1923.5
118.29196145406304,53.25388028412203,59.2816423244833,6.294146569107589,62.215601421515366,14.210248232739614,42.419554706305604,Wheat,3.678,1831.1
115.04915058791941,51.62018022685682,58.799530726317464,7.335211706094022,64.15442700535056,10.93304839247054,38.83818265673822,Wheat,2.813,2234.4
89.10239693023391,47.00851426916431,125.86597174221151,6.636375749078586,80.51263829199007,30.121612978783954,225.75269941328446,Banana,41.821,1294.3
23.292277988003462,46.629960615538195,49.46133868359152,6.192492982281433,44.73029308631551,19.276349394573007,56.90397714370271,Chickpea,1.496,4778.2
43.56038939584035,35.345769224284794,47.55564591329364,7.80822732095901,53.91323033539353,26.13292780135039,57.147284002801776,Cotton,1.707,7241.6
117.33142175729608,30.54697748029085,35.87333957050638,5.511344312467213,89.71212071231905,33.67439713634983,186.5223444864449,Rice,5.354,1736.2
79.15789423418647,35.05608593073511,33.648706391832114,7.506951210892961,53.311766408548166,28.656817193103738,52.77485600785106,Cotton,1.616,6193.8
93.22813444274257,39.165729319740706,41.9094455122285,6.170803810757254,89.00891500040926,28.703832560054472,287.9087959821626,Rice,4.494,2295.3
63.70850764135336,43.69442112445514,46.51163956824917,6.892819251190312,53.00944542011995,24.521145721761002,56.802871635511224,Wheat,3.653,1986.6
97.92921408868506,39.73851726934432,90.96643415980978,6.8438004087368025,84.88976779898533,23.373357035313145,248.17673511979655,Banana,39.619,1326.2
14.7149732817898,54.657138664953294,37.32020984622751,7.064239720409413,40.85591741528489,14.584668154563772,67.0845884048502,Lentil,0.954,6528.6
86.76034637747735,35.55398786515859,46.25702842135074,6.8094187538146125,90.98337329614341,32.48529492219885,248.8175050066076,Rice,4.885,2209.5
62.211833013127254,35.82738867276051,39.66307935321984,6.466375108843232,71.61007467985993,25.331159869120178,61.64789923857421,Cotton,1.521,6107.4
45.583809937545126,20.453223367631132,65.93092260440508,6.554087993657362,76.99604521604707,15.898570515050457,72.74581104729207,Grapes,14.594,5796.0
33.57401395563923,51.85023013267136,36.35025247171822,6.44779446661137,41.0979174511635,16.715835183676234,71.58200200846655,Chickpea,1.706,5261.7
95.81308876980667,44.76956647709944,67.57352894468394,5.536966606954484,72.41722469682992,28.15456947030229,135.27407196693594,Maize,7.411,2142.5
58.838212419346895,47.122451256239245,31.35286566876797,6.395001395234902,73.5831080547926,16.427458501203226,91.06040671489124,Grapes,21.421,5884.7
81.41315851026661,54.15156634945744,73.14222391624325,7.183939272479528,56.155916633614915,23.70682665809889,87.16890102015037,Wheat,3.355,2056.1
120.947025211424,32.561930764052434,117.59019843596579,5.921127926119512,80.14005980992344,32.053206185153,220.5645936363013,Banana,27.378,1232.8
73.00331194789754,43.4732490560058,65.46280552366427,6.786357233739792,77.64424823634627,28.423655238144214,87.99465048409537,Mango,11.612,3099.8
128.08500865451762,58.30284321795856,65.9096785007642,6.397684892168609,79.9011189130917,32.69801739685108,225.77485672840987,Sugarcane,89.921,269.3
74.28116113322312,32.45321530564798,22.680197068756005,6.87556295459924,55.76836475517634,25.076750369952737,66.33605341025034,Cotton,1.598,6974.0
32.72972849808917,62.53881895251408,23.600082488506644,7.0639434689929965,38.91990639137336,22.25990659679633,67.90646032484224,Chickpea,1.72,4614.0
100.54835337414973,47.02317753793419,97.0980966546387,6.066982174314942,86.31243542080773,24.329728044293333,158.22015894819336,Banana,31.567,1172.8
61.77845328596675,25.053216533957457,42.813938188282,7.969858216882983,73.64436792521153,23.75948454353113,72.52179439404564,Cotton,2.416,6262.1
82.27209165917483,48.42568941653714,52.063487368731096,7.337705711766208,72.18163310042027,32.880457308459576,126.06499441211331,Mango,11.303,3609.6
121.40788087621353,41.7881191508342,132.7824789442432,6.969704744656232,79.87538982745323,27.07832851245641,197.19379285564588,Banana,42.055,1252.4
103.47589721085774,44.463719998289896,64.33278000031086,6.421574625250334,53.46992100710044,15.696272843789762,78.08674657337721,Wheat,3.467,2311.7
90.40073745313917,27.824932400750264,89.96135531457634,6.043066965817005,60.66375260450003,29.687161962753876,103.60237209522336,Mango,13.305,3387.7
84.04578365251956,46.78920993924653,34.657207377921374,5.772892195742907,92.92678431520275,34.29950100773723,205.99639744196293,Rice,4.041,2086.4
29.049243614928837,44.19849960935296,21.130740773005375,6.003745487838337,38.76623207385047,12.104891879386674,28.115886252459283,Lentil,0.926,5412.8
70.35143261678172,62.718971892643225,51.85430454053154,7.407473592976974,66.37480458968102,24.753508097704945,45.580250337024836,Wheat,4.449,2105.6
32.26055509447913,44.45017487627549,20.874562207701572,6.522133599790658,36.96768364051772,23.45912555432446,57.46213664189853,Lentil,0.857,5432.7
113.10077382515837,48.05293326331408,139.91887309605323,5.801776213249978,80.46436039934585,26.500409000277305,202.58929685789997,Banana,29.643,1037.1
56.85319269546361,33.90210642158104,63.24213763589353,5.697781679964634,62.894658666761444,19.596865970256758,126.58659869388082,Grapes,15.058,5835.2
114.77218214899887,38.599817438610685,82.01746990901972,6.125846940943364,71.04552744544411,23.801856945095246,161.13702889958188,Sugarcane,64.151,330.4
45.212719523651636,30.368811111084767,44.23107107132171,6.492696494484604,51.58133522246699,22.843933492888972,71.52469811177481,Cotton,2.324,5879.8
55.56082875011077,20.955252336442936,82.83970023150158,6.72049795657961,74.16717872077322,31.264250842984783,93.71536173708603,Mango,10.038,2888.8
114.79806921218858,58.44159845558671,64.12505712532064,6.761091140767441,76.57839556421449,27.624675414150417,153.59631710647975,Sugarcane,72.521,331.0
48.64764145315753,48.93377804838538,65.16127887505884,6.788860987029237,67.43601995434575,24.270334180222687,107.54409265306654,Grapes,15.942,5652.0
23.597342412316028,65.68967209539392,33.58859786623605,6.47652482667986,51.277297055803615,17.472723763810748,35.34205190717806,Lentil,1.236,5839.6
80.13164606428174,25.536051522099324,63.660175302511625,6.3179730074676685,73.98485470490948,31.025957496987065,143.86818172120377,Mango,13.379,3501.5
43.03991674142411,36.25642861318043,36.80858539528019,5.5444412790398765,66.73966244882502,27.98056202251587,54.34683993237148,Grapes,16.289,6472.0
74.51362969553034,40.49616145109259,58.75071861858024,6.451897891140001,61.96714968595518,14.458567115629258,47.99514669041908,Wheat,4.063,1858.6
81.78493778391811,49.377517239948034,47.12334914006736,6.03414508884677,94.7977287318947,29.875072651639535,185.58401876039918,Rice,3.704,1791.7
137.42808995238778,49.94867658761201,51.628511924210216,6.846932824277529,68.12623350613461,27.90190476667934,82.6955589745977,Maize,5.564,1663.2
70.83159250597058,30.609135894203312,76.24386090027912,6.699280288137933,71.3333490750033,31.195851431911255,116.92994199293844,Mango,8.885,3504.3
36.31464701113583,74.70989560326922,33.532282154745786,6.030732501469447,40.661095142857576,18.911483673634528,57.88823795490309,Chickpea,1.486,4839.6
43.147895488690544,23.642663669937875,48.65026964469493,5.506767973147955,68.03570490325518,16.586029018896756,52.42927033997803,Grapes,20.245,6749.2
133.84383909929517,39.178335396836886,46.47449932600364,6.723618070939182,69.9328094582678,23.51089728388419,102.60920934375193,Maize,6.991,1785.0
66.47441248860022,30.66589391456023,44.265756171006956,6.589402739771056,64.28032294378792,31.43556834798155,42.737354588750456,Cotton,1.894,6272.6
104.11711547691317,55.3723463497729,80.77596304727584,6.981931790273194,84.18628589606966,28.79273531132512,203.58629522552042,Sugarcane,83.082,287.7
72.47317530876164,30.79596611621459,35.443063052693915,6.3745623414545385,86.32136825888747,33.60473224400067,272.6165342607661,Rice,4.184,1855.7
82.9532548724457,43.08782985060736,66.40850011123001,5.884287271659033,60.51627649054371,19.933754103963462,137.3200581882225,Maize,5.75,1973.4
102.27157919891147,30.676849522719827,88.85860955822953,5.539508052622828,89.79846284841457,25.6253210368859,242.35427569362258,Banana,44.918,1235.9
81.43975674800438,44.83758753607937,85.07260012280739,6.978017078030966,81.76223140911205,25.33492402894272,206.37176795476176,Banana,26.537,1308.0
119.9913186015821,37.803700431336075,50.46417966806841,5.74505013759763,59.611476276497086,20.83211528821485,94.80363513395801,Maize,4.179,1817.5
115.86848080409084,58.26587217187962,49.67671381467509,6.551646381046405,65.2682885872753,25.064922031684088,60.66177400989843,Maize,6.421,1965.8
97.81483316736947,49.9353443497283,68.21843321133946,6.641402000555006,58.85091029629491,19.739834868653226,86.1768372881356,Wheat,2.909,2359.5
51.73173441484301,44.8687705163202,40.87122004764789,7.306642210538509,79.97388506060886,28.789476575665116,127.78924758331542,Grapes,20.124,6132.7
72.95585526498657,39.425593867104894,49.06833191522874,7.427915895729543,73.11646523955616,28.239846488148935,27.023864778911758,Cotton,2.187,5639.2
40.016061761013596,44.176735075905626,22.377488183897864,6.382979229816239,59.65590988247724,27.78802235602545,41.29970694883651,Cotton,1.917,7233.8
136.3658976259878,32.36420094136222,100.94112275254659,6.93742844221671,71.6632346626493,30.367337847423443,247.22213709670055,Banana,44.564,1189.6
102.80097515307315,56.856205130615976,45.35032326346998,6.298170227897973,81.60758017009664,27.81636076870491,229.89258996825347,Rice,3.985,1861.5
91.6498871119709,40.92904468497993,84.56932226075094,6.151671189689997,75.71203584846045,33.904136245823594,106.22581538246756,Mango,12.378,3144.8
34.94125845938684,40.74400538585266,21.363063971956993,6.659462214292425,41.541479519035384,11.481961200289525,40.071245589927926,Lentil,0.941,6601.9
34.34851458933143,46.46415448284725,43.07859719292144,6.538713836360988,54.726861636842614,19.39448267606906,48.175574017927545,Lentil,1.229,5683.7
73.69412180962195,49.864145399120986,59.363082788408065,7.121166609895041,59.47619656795894,10.86766674170741,87.46738805929223,Wheat,4.403,2333.9
25.10180251497659,36.90888812363028,41.0552520052565,7.296336097959087,40.10050257157034,8.274882179226836,54.5834410296752,Lentil,0.809,5187.2
86.7863453901032,54.84820694447965,75.11120174074254,7.165953222215878,89.14214192000102,30.45193270946512,239.40452414247017,Sugarcane,78.415,289.7
83.97112707521609,53.07178823431109,40.432443345407854,7.239826611287196,66.0196140080673,11.56681777150227,64.61144286796201,Wheat,3.589,1904.1
114.15238778776566,65.3792869355816,55.408701504796426,6.577021267190503,64.30108919530518,19.294293238518932,101.21102656143643,Maize,5.381,2081.5
134.8146806841617,45.76081445458494,103.49461631016507,6.654072446958882,82.60069155084877,25.10863906131678,195.1738529678168,Sugarcane,83.129,301.8
54.54336739423506,21.56471692559988,33.971733851872145,6.9035095445169965,67.36139410434598,25.070010466545085,133.1721120279918,Grapes,20.526,5409.9
137.61130580059552,49.228566595445265,117.02459180037357,6.330234895750651,71.76911481371073,31.48354974358199,210.20495435493507,Banana,38.23,1343.6
92.22304359665999,40.21154513032647,88.59407661480111,6.444098265058421,80.29858990784966,22.480556382697788,296.656921923825,Sugarcane,64.317,341.1
136.06598232520648,59.11806788118804,63.81456244380105,6.3342860389450175,74.48791753560158,18.226805562752542,133.65423823015817,Maize,4.14,2094.3
110.36030954136014,40.152796906343326,49.87295476807609,7.111356084228107,56.325402994586135,11.528385820990202,51.61403512802568,Wheat,3.26,2371.0
106.25473222474932,33.19794759401316,32.254133452074264,6.592283134305405,87.43236974309298,30.949231153560568,215.22410079056192,Rice,3.993,2191.5
115.52643280826257,40.52259644248065,92.89378601445391,5.674694123337448,87.5953387581913,27.724068684774775,212.520832174293,Banana,34.808,1334.1
89.37988630357032,43.111011763493124,83.81336358534237,7.115316404455942,81.61474279594704,25.82199621503374,175.61404251755783,Sugarcane,69.073,308.8
65.32215202542334,33.61907613301803,43.823363040981775,5.809500577608689,85.46404791572112,28.54442452111314,253.5592242944048,Rice,3.579,2179.6
125.30801704671175,55.53183713992819,63.99535348286468,5.62028013521817,66.92097194332811,26.82130377606329,134.57876155064605,Maize,6.742,1749.6
38.35151660183811,61.92815091168606,48.59532614789418,6.360580261231281,48.10339947081583,22.62031169495745,63.956441566743095,Chickpea,1.446,5505.0
68.58784356026489,38.113782718583536,28.967784502949996,6.8216327911348555,55.44249497143081,34.52430042782292,27.838062893441585,Cotton,1.983,5446.7
90.97840300489217,54.243562649559635,116.72005625341208,5.789853987227301,79.46708358665602,30.86476716399003,213.38529008835422,Banana,33.545,1343.8
119.8692513409187,67.07285195429583,73.13877197796468,6.44192909451929,50.2863055533412,21.06804277842295,80.04867582004054,Wheat,4.059,1919.6
67.57117284903349,23.813078413122213,30.70169507926719,7.184965987803193,70.88929262726622,21.61125300198212,34.19798788820053,Cotton,2.657,5415.0
139.21261081650323,39.067481847395925,81.85208795254766,5.748494751214619,77.90249769549135,26.112340819451177,159.70541309833777,Banana,33.653,1141.7
100.9977225963903,43.37708119130245,38.208799988449975,6.995686750236567,86.39271953353959,27.86803131628578,174.54357317875036,Rice,5.09,2116.2
122.93813303346575,54.00163223854114,80.7664344469437,6.2589136693534115,70.05264311159176,26.763554796397223,202.86490973082624,Sugarcane,82.196,273.7
132.7567733694204,60.38800600822001,38.94066632852181,6.111667051609244,77.15950904900355,18.660753823763304,146.52749576778444,Maize,6.377,1948.9
121.2171464831263,53.757196152667106,94.98111884664817,7.363376616182181,88.83982893767744,20.964788347903752,210.35558093120616,Sugarcane,60.938,286.5
112.90143671061048,72.56502742364647,67.40537239497937,6.165647795116654,55.783748925919,14.647103129837035,44.997416783857275,Wheat,3.676,2172.9
103.77484080898435,58.91452983564541,92.33885246700723,6.431819255002267,72.40541926257214,30.552925102722956,246.72840651445904,Sugarcane,74.958,342.9
99.06885509290045,64.83714269913725,54.09499786438617,7.26217132962714,59.42574334796329,24.686574070227316,68.04852829774421,Wheat,3.015,2263.6
81.48644761606303,52.636185980861626,88.73874776158986,6.803570653715226,82.86648627351576,24.982442794704273,165.77203170832496,Banana,37.552,1344.3
57.55809790941133,38.345947838443216,61.97323897672334,7.234808226449135,66.54199330800158,27.619690985910005,151.78326542214722,Mango,9.285,3040.3
67.52917780794904,70.91085678660316,49.47733299626594,7.016089694833309,61.31563109681993,23.93717075817531,53.23935107851884,Wheat,2.912,1839.9
95.95844387924673,43.864214198097024,92.94864091448707,7.423668685332371,89.97234638328769,23.5311087326229,259.0469807018723,Sugarcane,75.121,257.4
126.20534187524491,43.869854923778476,102.84522136110104,7.103903087906168,72.76551055355617,34.49267037251805,273.1547920644647,Sugarcane,68.179,273.6
66.60867297656785,20.276170021719288,60.0110467894333,5.726441299866899,76.85438247078937,26.843568773625933,114.16375626650665,Mango,14.72,3132.1
103.107236839353,74.50561884596715,47.1702244763116,7.2000052226455225,61.054141514370905,15.94830522984945,37.90290171474561,Wheat,4.271,1928.9
34.54794461253535,62.4370778387721,42.43010327329479,6.87752444130326,35.85190509960288,15.001678911569678,60.80459589157567,Lentil,0.877,5680.0
82.39687839716566,47.68027215000717,63.923660906019435,6.552248652197749,66.48359138984891,18.771421492223634,98.42052550409724,Maize,5.642,2116.1
121.03220749454192,35.887201149237846,59.151641094330735,5.974151967320456,56.393521339686046,26.53737866167364,81.67234344658559,Maize,5.354,1639.1
134.3516338275516,41.18796397410276,115.09469001630907,5.518281326517614,76.64150484362672,22.809168440064152,202.1872972764897,Banana,41.349,1094.3
73.24617676732562,32.47143136847528,50.41497906224139,6.481766821421703,84.09889290497314,34.361226309255336,172.65868376713505,Rice,4.365,2266.2
24.816466197136165,52.323324679674705,43.64344898505735,7.495149272108221,48.26356578741448,8.788005580382752,52.48348345018455,Lentil,1.127,6883.0
119.82860631501697,50.4962492864276,108.8932038276356,6.5005022990212975,71.59594093118915,33.07016452164177,155.5547233487646,Banana,27.975,1227.6
84.94650621139931,57.15777333720577,61.636200153523234,7.044644710554161,64.04292192363658,12.575408615581743,60.00676512459762,Wheat,3.5,2389.0
101.13962325515236,36.50850381319134,41.26832287648635,6.088326690150311,78.69449244923075,19.97678688952059,128.7164259301391,Maize,4.38,2145.7
117.90334509959504,53.15617464901483,36.79079272559166,5.849287835314142,67.30004323580206,22.34329397242587,76.35872379850748,Maize,5.764,1775.3
41.966433166201924,20.93170628105467,36.62543766346396,7.524065442078102,63.43447976109638,32.7709910071476,22.0055919855933,Cotton,1.977,5849.1
26.848484793743648,68.59423896801637,41.84313477103227,7.333076910595378,51.77026061939045,23.66189825019388,58.946827970350164,Chickpea,1.287,5629.3
59.459310629296915,30.021366452598787,23.204629788919718,6.477690320807214,73.73202929389959,25.271395615473374,30.131557362022118,Cotton,2.099,5982.5
109.6115136583652,60.98942550645729,71.00976207339798,6.351638400017272,56.901674910264674,10.451558083169784,87.68953947444673,Wheat,3.935,2429.4
114.83871355457805,67.75780368869958,58.528774055296815,6.221916926828856,75.24187590664724,31.307459493361726,61.985953381406176,Maize,7.439,1642.2
136.45281017355225,39.35210445008046,65.62967665174033,6.956410374406928,59.42883808056564,28.108924898852994,63.625696690019865,Maize,5.419,1884.2
86.8604055246251,45.37099403609102,78.31736484227082,6.79448958591843,54.83786588225779,17.509053567320613,70.77721996410646,Wheat,2.93,2004.7
101.84828770015702,50.40422315280901,48.55834134645553,6.629074959336462,82.3790765793961,33.45131986958607,280.77652916178477,Rice,3.558,2195.5
56.827510586546445,33.47391697680473,65.62561545122469,6.745156980442598,79.80396980924715,27.290547269015377,54.43098112383262,Grapes,15.206,6129.4
63.25992208937423,69.945809365048,52.70347181044467,6.000202039506728,60.222582784744596,10.702778627914046,46.57017346925397,Wheat,4.002,1867.9
20.61708729242401,35.62247994418692,20.838979541181278,6.965906726433332,37.45493245377324,22.366824083092006,55.10771530632272,Lentil,1.118,5931.5
70.00747769529227,46.82163838106434,74.83119070315857,6.588507818701726,79.12996249554197,33.75399021459488,100.33600506661274,Mango,11.313,3709.5
112.62360408980989,38.269061100485835,93.27412087507413,6.291090271131771,73.39640691791469,32.40533082322634,198.4368151342658,Banana,36.477,1073.1
67.12907497608431,33.525787403313146,49.47630906348191,6.619067318898135,88.7505314764574,34.50824313016905,206.23058692855562,Rice,4.071,2221.2
99.29503642174791,47.107443748421986,94.19932276878284,5.715063506602359,77.47940518554665,31.610765173703683,241.61871480738876,Banana,34.154,1251.4
17.803479490461974,77.67619891353317,35.90265490743272,7.662648142570499,39.12614233690284,9.803804282909441,63.68558238604244,Chickpea,0.907,5360.0
57.89091872628488,22.171291795823674,48.623949247132174,6.446510802138722,73.05769438708961,26.962504170513547,79.13144799531308,Cotton,2.22,7170.7
18.076089615465058,51.2323209076323,30.376953225194974,6.298191357342867,53.945483095331475,14.873311330735898,68.7664541318954,Lentil,0.933,6187.6
27.122312251999595,70.88610019229858,47.84026225323662,6.522254288866154,38.37142377497453,16.356795565146914,76.35874188679944,Chickpea,1.711,4735.6
29.63864487391165,72.0915526545475,49.64610478180923,6.692727006216988,44.984480556527544,24.868609402672195,38.35208906690763,Chickpea,1.546,5813.1
47.713584357689825,25.733168680734348,43.062925421634816,6.53117519661472,69.18083485398057,23.88242235073239,39.301182122078565,Cotton,2.105,7194.3
89.34509737193179,56.41265708620814,86.02342216988527,6.618140414448809,70.71224300545683,27.469644538810897,233.12545824165,Sugarcane,82.354,320.8
110.38813713813704,41.514988557991316,47.156168136815594,6.381654041293297,82.7671437970046,26.70906074147975,200.17669331128982,Rice,3.552,1714.5
82.88904735039206,45.148827568265034,121.91589720362236,6.314419876857762,83.33294931398555,32.63236282667614,187.43370629601964,Banana,41.973,1078.6
69.00291988163906,39.7402778067018,52.12071232163399,6.21402719405315,85.63832427718654,27.12819162141046,218.91701526089798,Rice,5.07,2235.3
41.50789561690682,31.01508877085068,36.26899926863237,6.296201597254255,68.65784531422692,21.11696585840994,30.11594290604221,Cotton,2.255,6758.4
35.05736643214007,53.08366024006554,34.64180468808989,7.882280670291681,35.678727220923655,15.013268312444186,60.32288877717728,Chickpea,1.58,6050.7
22.265242207793484,42.58403252968874,24.243085993696823,6.0003154891561135,47.95594987453211,9.888652550381838,37.19195498479702,Lentil,1.009,6210.5
49.975823966842626,23.844649536893982,62.22943287505633,6.73410849220842,62.707640866189124,20.60999050538394,131.04099327350303,Grapes,17.684,5295.6
41.03932134684763,25.401496999003562,52.26423592721174,7.185530872300602,63.056563554517844,15.49101510906328,74.68117451540361,Grapes,21.797,6591.8
60.035111060579595,21.101845667177468,61.95850101027885,5.775902020936714,64.44772352393777,23.65702252303886,76.4980772916883,Grapes,18.613,6194.5
79.2697291581572,48.804453036190125,54.02082137144647,6.558799910639326,51.37427355447922,15.543612991401599,57.85431118435349,Wheat,4.029,2251.1
30.526510857275902,42.08712790145354,59.28870240211445,5.830297424219949,79.13320176848427,18.358621973116716,95.77493673821994,Grapes,13.147,6185.9
139.21375672329785,61.409927642200785,43.70117096146572,6.307592468930436,79.80339098696457,30.005428508526933,68.7630204412099,Maize,6.472,1788.1
104.51377961752291,73.937015163621,56.90516788054437,6.454396358460643,56.50590268046062,20.689319996477693,79.00676799033816,Wheat,3.109,2066.8
111.20496099299504,54.90750578344155,85.15495495913794,6.290990934335095,75.69705353221227,27.577460274399723,229.69961890097636,Sugarcane,92.223,328.4
102.906009677022,63.72632876157873,42.133919879555904,6.682146513828991,63.49572604334821,20.16297420825527,52.387357105343014,Wheat,4.401,1935.4
121.55464276381434,32.795663579169386,136.26753720720689,6.740029455507177,87.15011479914511,33.786694589997474,190.860497072324,Banana,41.934,1076.9
114.58759138755403,58.0168031444959,99.38532483767314,6.048463244056317,70.90955902612073,29.65961178793009,222.19239699289335,Banana,40.47,1073.9
135.68793116092664,37.14366214283248,105.4314736501563,5.521942808807605,87.5864331853012,24.009437969171977,236.14748123426943,Banana,31.588,1152.5
123.91236423719005,41.08872970661685,47.64256206415341,6.455953234807036,56.76741520460916,23.061562628681394,108.13195196530732,Maize,7.487,1860.7
37.028904881162916,79.05931104803483,47.055149493250134,6.254744072066722,50.59310715342468,15.377092605972694,79.5400677972969,Chickpea,1.325,5487.2
110.83255008669401,36.94748973866998,70.87308261681704,7.215454948684998,72.70076273361094,27.029774554945778,290.78673593790495,Sugarcane,67.433,345.3
39.46120262772946,42.52134609999046,47.09003255454489,7.628136574773361,37.85603801248762,25.52347793307053,44.39688740857075,Chickpea,1.7,6016.8
102.52593931374926,40.334547275074286,48.706695983221444,6.992526432599785,59.67978736359494,10.079702135025189,78.26967854590934,Wheat,4.114,2181.2
83.91978166633879,34.39121976486747,41.02603266874594,5.602258464078241,80.38717860424231,23.757161759012696,294.4672667383761,Rice,4.599,2279.5
93.81483202457424,29.581523505010555,79.31820706614764,5.654586986300932,65.15740007096016,25.036446166222582,117.82247481847565,Mango,14.126,3101.0
62.02762178779179,44.50380108723043,48.787764428277015,7.585324953503234,65.09507697109383,27.906782232733327,22.404145180896002,Cotton,2.78,6128.0
